0.000000000000000000e+00,3.786666666666666714e+01,0.000000000000000000e+00,3.375000000000000000e+01,0.000000000000000000e+00,4.868571428571428328e+01,0.000000000000000000e+00,2.480382775119617378e+01,0.000000000000000000e+00,3.000000000000000355e+01,0.000000000000000000e+00,3.306122448979592576e+01,0.000000000000000000e+00,3.200000000000000000e+01,0.000000000000000000e+00,1.963636363636363669e+01,0.000000000000000000e+00,3.200000000000000000e+01,0.000000000000000000e+00,3.461538461538461320e+01,0.000000000000000000e+00,2.666666666666666785e+01,0.000000000000000000e+00,1.592920353982300874e+01
1.000000000000000000e+00,3.882531645569620338e+01,1.000000000000000000e+00,2.842105263157894512e+01,1.000000000000000000e+00,2.306165413533834752e+01,1.000000000000000000e+00,3.868656716417910957e+01,1.000000000000000000e+00,2.769230769230769340e+01,1.000000000000000000e+00,3.521739130434782794e+01,1.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00,2.492307692307692335e+01,1.000000000000000000e+00,3.388235294117647101e+01,1.000000000000000000e+00,3.673469387755102389e+01,1.000000000000000000e+00,1.935483870967741993e+01,1.000000000000000000e+00,2.278481012658227911e+01
2.000000000000000000e+00,4.260000000000000142e+01,2.000000000000000000e+00,3.789473684210526727e+01,2.000000000000000000e+00,3.882531645569620338e+01,2.000000000000000000e+00,2.468571428571428328e+01,2.000000000000000000e+00,2.769230769230769340e+01,2.000000000000000000e+00,3.028037383177570163e+01,2.000000000000000000e+00,3.291428571428571104e+01,2.000000000000000000e+00,2.832786885245901587e+01,2.000000000000000000e+00,2.742857142857142705e+01,2.000000000000000000e+00,3.750000000000000000e+01,2.000000000000000000e+00,2.812500000000000000e+01,2.000000000000000000e+00,1.956521739130434767e+01
3.000000000000000000e+00,3.740487804878048905e+01,3.000000000000000000e+00,3.789473684210526727e+01,3.000000000000000000e+00,3.651428571428571246e+01,3.000000000000000000e+00,2.566336633663366484e+01,3.000000000000000000e+00,3.937500000000000000e+01,3.000000000000000000e+00,3.392670157068063475e+01,3.000000000000000000e+00,3.490909090909091361e+01,3.000000000000000000e+00,1.971102661596957972e+01,3.000000000000000000e+00,3.657142857142856940e+01,3.000000000000000000e+00,2.857142857142857295e+01,3.000000000000000000e+00,2.448979591836734571e+01,3.000000000000000000e+00,2.571428571428571530e+01
4.000000000000000000e+00,3.194999999999999929e+01,4.000000000000000000e+00,4.000000000000000000e+01,4.000000000000000000e+00,5.111999999999999744e+01,4.000000000000000000e+00,3.550684931506849296e+01,4.000000000000000000e+00,1.945945945945945965e+01,4.000000000000000000e+00,3.521739130434782794e+01,4.000000000000000000e+00,3.388235294117647101e+01,4.000000000000000000e+00,2.945454545454545325e+01,4.000000000000000000e+00,3.716129032258064768e+01,4.000000000000000000e+00,4.090909090909090651e+01,4.000000000000000000e+00,1.323529411764705799e+01,4.000000000000000000e+00,3.964757709251101403e+01
5.000000000000000000e+00,4.510588235294117965e+01,5.000000000000000000e+00,3.681818181818182012e+01,5.000000000000000000e+00,4.510588235294117965e+01,5.000000000000000000e+00,3.122891566265059993e+01,5.000000000000000000e+00,2.423076923076922995e+01,5.000000000000000000e+00,3.975460122699387000e+01,5.000000000000000000e+00,3.291428571428571104e+01,5.000000000000000000e+00,3.122891566265059993e+01,5.000000000000000000e+00,3.600000000000000000e+01,5.000000000000000000e+00,3.333333333333333570e+01,5.000000000000000000e+00,2.812500000000000000e+01,5.000000000000000000e+00,1.258741258741258839e+01
6.000000000000000000e+00,3.036831683168317042e+01,6.000000000000000000e+00,3.767441860465116577e+01,6.000000000000000000e+00,2.377674418604651407e+01,6.000000000000000000e+00,3.729496402877698102e+01,6.000000000000000000e+00,2.366197183098591594e+01,6.000000000000000000e+00,3.927272727272727337e+01,6.000000000000000000e+00,3.600000000000000000e+01,6.000000000000000000e+00,2.400000000000000000e+01,6.000000000000000000e+00,3.544615384615384812e+01,6.000000000000000000e+00,3.000000000000000355e+01,6.000000000000000000e+00,2.337662337662337819e+01,6.000000000000000000e+00,3.964757709251101403e+01
7.000000000000000000e+00,3.834000000000000341e+01,7.000000000000000000e+00,4.050000000000000000e+01,7.000000000000000000e+00,3.740487804878048905e+01,7.000000000000000000e+00,2.787096774193548399e+01,7.000000000000000000e+00,4.200000000000000000e+01,7.000000000000000000e+00,4.186046511627906597e+01,7.000000000000000000e+00,3.544615384615384812e+01,7.000000000000000000e+00,1.956226415094339544e+01,7.000000000000000000e+00,3.777049180327868783e+01,7.000000000000000000e+00,3.564356435643564680e+01,7.000000000000000000e+00,2.553191489361702082e+01,7.000000000000000000e+00,3.750000000000000000e+01
8.000000000000000000e+00,4.381714285714285495e+01,8.000000000000000000e+00,4.101265822784810666e+01,8.000000000000000000e+00,3.740487804878048905e+01,8.000000000000000000e+00,3.868656716417910957e+01,8.000000000000000000e+00,4.200000000000000000e+01,8.000000000000000000e+00,4.186046511627906597e+01,8.000000000000000000e+00,3.339130434782608603e+01,8.000000000000000000e+00,2.492307692307692335e+01,8.000000000000000000e+00,3.291428571428571104e+01,8.000000000000000000e+00,2.589928057553956720e+01,8.000000000000000000e+00,3.422053231939163709e+01,8.000000000000000000e+00,3.964757709251101403e+01
9.000000000000000000e+00,4.260000000000000142e+01,9.000000000000000000e+00,4.320000000000000284e+01,9.000000000000000000e+00,3.651428571428571246e+01,9.000000000000000000e+00,2.757446808510638547e+01,9.000000000000000000e+00,4.421052631578947967e+01,9.000000000000000000e+00,3.600000000000000000e+01,9.000000000000000000e+00,4.042105263157894512e+01,9.000000000000000000e+00,2.107317073170731803e+01,9.000000000000000000e+00,3.245070422535211208e+01,9.000000000000000000e+00,3.157894736842105488e+01,9.000000000000000000e+00,3.422053231939163709e+01,9.000000000000000000e+00,3.964757709251101403e+01
1.000000000000000000e+01,4.260000000000000142e+01,1.000000000000000000e+01,3.640449438202247734e+01,1.000000000000000000e+01,3.566511627906977111e+01,1.000000000000000000e+01,3.868656716417910957e+01,1.000000000000000000e+01,2.863636363636363669e+01,1.000000000000000000e+01,2.436090225563909684e+01,1.000000000000000000e+01,3.716129032258064768e+01,1.000000000000000000e+01,2.468571428571428328e+01,1.000000000000000000e+01,3.438805970149253710e+01,1.000000000000000000e+01,3.396226415094339757e+01,1.000000000000000000e+01,2.647058823529411598e+01,1.000000000000000000e+01,3.964757709251101403e+01
1.100000000000000000e+01,4.260000000000000142e+01,1.100000000000000000e+01,4.695652173913043015e+01,1.100000000000000000e+01,2.690526315789473699e+01,1.100000000000000000e+01,4.114285714285714590e+01,1.100000000000000000e+01,2.597938144329896915e+01,1.100000000000000000e+01,4.186046511627906597e+01,1.100000000000000000e+01,3.600000000000000000e+01,1.100000000000000000e+01,2.714136125654450282e+01,1.100000000000000000e+01,3.291428571428571104e+01,1.100000000000000000e+01,3.750000000000000000e+01,1.100000000000000000e+01,2.222222222222222143e+01,1.100000000000000000e+01,2.517482517482517679e+01
1.200000000000000000e+01,4.201643835616438594e+01,1.200000000000000000e+01,4.468965517241379359e+01,1.200000000000000000e+01,4.035789473684210549e+01,1.200000000000000000e+01,3.868656716417910957e+01,1.200000000000000000e+01,4.421052631578947967e+01,1.200000000000000000e+01,4.186046511627906597e+01,1.200000000000000000e+01,3.388235294117647101e+01,1.200000000000000000e+01,2.700000000000000000e+01,1.200000000000000000e+01,3.113513513513513686e+01,1.200000000000000000e+01,4.090909090909090651e+01,1.200000000000000000e+01,2.307692307692308020e+01,1.200000000000000000e+01,3.964757709251101403e+01
1.300000000000000000e+01,4.510588235294117965e+01,1.300000000000000000e+01,4.764705882352941302e+01,1.300000000000000000e+01,5.288275862068965694e+01,1.300000000000000000e+01,3.702857142857143202e+01,1.300000000000000000e+01,4.421052631578947967e+01,1.300000000000000000e+01,2.364963503649635257e+01,1.300000000000000000e+01,2.809756097560975618e+01,1.300000000000000000e+01,1.898901098901098905e+01,1.300000000000000000e+01,3.031578947368420884e+01,1.300000000000000000e+01,4.090909090909090651e+01,1.300000000000000000e+01,2.686567164179104594e+01,1.300000000000000000e+01,3.964757709251101403e+01
1.400000000000000000e+01,4.577910447761194490e+01,1.400000000000000000e+01,4.764705882352941302e+01,1.400000000000000000e+01,4.510588235294117965e+01,1.400000000000000000e+01,3.868656716417910957e+01,1.400000000000000000e+01,4.421052631578947967e+01,1.400000000000000000e+01,4.186046511627906597e+01,1.400000000000000000e+01,3.839999999999999858e+01,1.400000000000000000e+01,3.085714285714285765e+01,1.400000000000000000e+01,5.760000000000000142e+01,1.400000000000000000e+01,4.090909090909090651e+01,1.400000000000000000e+01,3.396226415094339757e+01,1.400000000000000000e+01,3.964757709251101403e+01
1.500000000000000000e+01,4.792500000000000426e+01,1.500000000000000000e+01,4.764705882352941302e+01,1.500000000000000000e+01,5.288275862068965694e+01,1.500000000000000000e+01,2.253913043478261002e+01,1.500000000000000000e+01,4.421052631578947967e+01,1.500000000000000000e+01,4.186046511627906597e+01,1.500000000000000000e+01,3.031578947368420884e+01,1.500000000000000000e+01,2.196610169491525255e+01,1.500000000000000000e+01,2.992207792207792139e+01,1.500000000000000000e+01,4.090909090909090651e+01,1.500000000000000000e+01,3.422053231939163709e+01,1.500000000000000000e+01,3.964757709251101403e+01
1.600000000000000000e+01,3.834000000000000341e+01,1.600000000000000000e+01,4.101265822784810666e+01,1.600000000000000000e+01,5.288275862068965694e+01,1.600000000000000000e+01,3.868656716417910957e+01,1.600000000000000000e+01,4.421052631578947967e+01,1.600000000000000000e+01,3.340206185567010522e+01,1.600000000000000000e+01,3.716129032258064768e+01,1.600000000000000000e+01,3.200000000000000000e+01,1.600000000000000000e+01,3.291428571428571104e+01,1.600000000000000000e+01,3.214285714285714590e+01,1.600000000000000000e+01,2.465753424657534154e+01,1.600000000000000000e+01,3.964757709251101403e+01
1.700000000000000000e+01,3.007058823529412095e+01,1.700000000000000000e+01,4.764705882352941302e+01,1.700000000000000000e+01,4.510588235294117965e+01,1.700000000000000000e+01,3.122891566265059993e+01,1.700000000000000000e+01,4.421052631578947967e+01,1.700000000000000000e+01,3.289340101522842730e+01,1.700000000000000000e+01,3.031578947368420884e+01,1.700000000000000000e+01,3.374999999999999289e+01,1.700000000000000000e+01,3.839999999999999858e+01,1.700000000000000000e+01,3.529411764705882604e+01,1.700000000000000000e+01,3.422053231939163709e+01,1.700000000000000000e+01,3.964757709251101403e+01
1.800000000000000000e+01,3.194999999999999929e+01,1.800000000000000000e+01,4.764705882352941302e+01,1.800000000000000000e+01,4.035789473684210549e+01,1.800000000000000000e+01,3.868656716417910957e+01,1.800000000000000000e+01,2.831460674157303359e+01,1.800000000000000000e+01,4.186046511627906597e+01,1.800000000000000000e+01,3.490909090909091361e+01,1.800000000000000000e+01,3.575172413793103487e+01,1.800000000000000000e+01,4.189090909090909065e+01,1.800000000000000000e+01,4.090909090909090651e+01,1.800000000000000000e+01,3.422053231939163709e+01,1.800000000000000000e+01,2.535211267605633978e+01
1.900000000000000000e+01,4.035789473684210549e+01,1.900000000000000000e+01,4.563380281690141516e+01,1.900000000000000000e+01,5.111999999999999744e+01,1.900000000000000000e+01,3.868656716417910957e+01,1.900000000000000000e+01,2.519999999999999929e+01,1.900000000000000000e+01,2.666666666666666785e+01,1.900000000000000000e+01,3.490909090909091361e+01,1.900000000000000000e+01,1.661538461538461320e+01,1.900000000000000000e+01,3.339130434782608603e+01,1.900000000000000000e+01,1.512605042016806856e+01,1.900000000000000000e+01,2.903225806451612812e+01,1.900000000000000000e+01,3.396226415094339757e+01
2.000000000000000000e+01,4.647272727272726911e+01,2.000000000000000000e+01,3.767441860465116577e+01,2.000000000000000000e+01,2.644137931034482847e+01,2.000000000000000000e+01,3.502702702702703164e+01,2.000000000000000000e+01,2.532663316582914703e+01,2.000000000000000000e+01,3.681818181818182012e+01,2.000000000000000000e+01,3.291428571428571104e+01,2.000000000000000000e+01,3.374999999999999289e+01,2.000000000000000000e+01,3.490909090909091361e+01,2.000000000000000000e+01,3.272727272727273373e+01,2.000000000000000000e+01,3.422053231939163709e+01,2.000000000000000000e+01,2.322580645161290391e+01
2.100000000000000000e+01,3.932307692307692548e+01,2.100000000000000000e+01,4.153846153846154010e+01,2.100000000000000000e+01,3.695421686746988144e+01,2.100000000000000000e+01,3.868656716417910957e+01,2.100000000000000000e+01,2.597938144329896915e+01,2.100000000000000000e+01,3.702857142857143202e+01,2.100000000000000000e+01,3.490909090909091361e+01,2.100000000000000000e+01,3.031578947368420884e+01,2.100000000000000000e+01,3.716129032258064768e+01,2.100000000000000000e+01,2.903225806451612812e+01,2.100000000000000000e+01,1.764705882352941302e+01,2.100000000000000000e+01,3.913043478260869534e+01
2.200000000000000000e+01,4.144864864864864984e+01,2.200000000000000000e+01,3.951219512195122263e+01,2.200000000000000000e+01,3.262978723404255987e+01,2.200000000000000000e+01,3.388235294117647101e+01,2.200000000000000000e+01,3.073170731707317316e+01,2.200000000000000000e+01,4.024844720496894723e+01,2.200000000000000000e+01,4.114285714285714590e+01,2.200000000000000000e+01,2.787096774193548399e+01,2.200000000000000000e+01,4.114285714285714590e+01,2.200000000000000000e+01,3.103448275862069394e+01,2.200000000000000000e+01,3.214285714285714590e+01,2.200000000000000000e+01,3.050847457627119041e+01
2.300000000000000000e+01,3.695421686746988144e+01,2.300000000000000000e+01,4.563380281690141516e+01,2.300000000000000000e+01,3.228631578947368297e+01,2.300000000000000000e+01,3.957251908396946760e+01,2.300000000000000000e+01,2.495049504950495134e+01,2.300000000000000000e+01,4.024844720496894723e+01,2.300000000000000000e+01,3.905084745762712117e+01,2.300000000000000000e+01,2.928813559322033910e+01,2.300000000000000000e+01,3.490909090909091361e+01,2.300000000000000000e+01,2.812500000000000000e+01,2.300000000000000000e+01,1.451612903225806406e+01,2.300000000000000000e+01,2.432432432432432634e+01
2.400000000000000000e+01,2.788363636363636289e+01,2.400000000000000000e+01,3.239999999999999858e+01,2.400000000000000000e+01,4.647272727272726911e+01,2.400000000000000000e+01,3.456000000000000227e+01,2.400000000000000000e+01,2.571428571428571530e+01,2.400000000000000000e+01,3.724137931034483273e+01,2.400000000000000000e+01,3.200000000000000000e+01,2.400000000000000000e+01,2.151037344398340423e+01,2.400000000000000000e+01,3.839999999999999858e+01,2.400000000000000000e+01,2.627737226277372429e+01,2.400000000000000000e+01,1.956521739130434767e+01,2.400000000000000000e+01,2.337662337662337819e+01
